TIME(SECONDS)		FISH97	FISH98	FISH99	FISH100	FISH101	FISH102	FISH103	FISH104	FISH105	FISH106	FISH107	FISH108	FISH109	FISH110	FISH111	FISH112	FISH113	FISH114	FISH115	FISH116	FISH117	FISH118	FISH119	FISH120	FISH121	FISH122	FISH123	FISH124	FISH125	FISH126	FISH127	FISH128	FISH129	FISH130	FISH131	FISH132	FISH133	FISH134	FISH135	FISH136	FISH137	FISH138	FISH139	FISH140	FISH141	FISH142	FISH143	FISH144	FISH145	FISH146	FISH147	FISH148	FISH149	FISH150	FISH151	FISH152	FISH153	FISH154	FISH155	FISH156	FISH157	FISH158	FISH159	FISH160	FISH161	FISH162	FISH163	FISH164	FISH165	FISH166	FISH167	FISH168	FISH169	FISH170	FISH171	FISH172	FISH173	FISH174	FISH175	FISH176	FISH177	FISH178	FISH179	FISH180	FISH181	FISH182	FISH183	FISH184	FISH185	FISH186	FISH187	FISH188	FISH189	FISH190	FISH191	FISH192			CLOCK
   540.0	   600.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     2.0	     5.5	     0.0	     1.8	     0.0	     0.0	     1.0	     0.8	     0.0	     6.8	     0.3	     0.0	     0.0	     0.7	     9.5	     0.0	     0.2	     5.2	     0.0	     8.0	     0.5	     0.0	     0.0	     0.0	     4.4	     0.0	     0.4	     0.0	     0.0	     0.0	     0.0	     0.0	     3.2	     0.0	     0.0	     0.0	     0.0	     3.5	     0.0	     7.4	     7.5	     0.0	     0.0	     0.0	     0.0	     0.0	     2.3	     1.2	     0.0	     3.1	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.1	     9.6	     0.0	     6.3	     0.0	     0.3	     2.4	     0.0	     0.0	     0.0	     0.2	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.8	     0.0	     1.2	     4.9	     0.0	     0.0	     0.0	     0.0	     2.2	     0.0	     4.6	     0.0	     7.7			           9.494
   600.0	   660.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.9	     6.5	     0.0	     2.6	     0.0	     0.0	     0.1	     1.8	     0.0	     9.3	     2.0	     0.0	     0.0	     3.2	     7.8	     0.0	     1.3	     4.0	     0.0	     8.6	     0.5	     0.0	     0.2	     0.0	     1.2	     0.0	     2.2	     0.0	     0.1	     0.0	     0.0	     0.0	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     7.9	     1.8	     0.0	     0.0	     0.0	     0.0	     0.0	     1.8	     5.0	     0.1	     1.2	     0.0	     0.0	     0.0	     0.0	     0.9	     0.0	     0.0	     0.0	     0.0	     2.2	     0.0	     6.5	     0.0	     2.5	     4.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.8	     0.0	     0.6	     0.0	     0.0	     0.0	     0.5	     0.0	     0.7	     0.0	     5.1	     0.0	     2.4			           9.511
   660.0	   720.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.0	     5.7	     0.0	     1.2	     0.0	     0.0	     0.0	     2.1	     0.0	     9.1	     0.3	     0.0	     0.0	     3.7	     6.6	     0.0	     1.1	     5.6	     0.0	     5.7	     1.7	     0.0	     0.2	     0.0	     2.1	     0.0	     1.8	     0.0	     1.8	     0.0	     0.0	     0.0	     2.2	     0.0	     0.0	     0.0	     2.8	     0.0	     0.0	     5.5	     0.5	     0.0	     0.0	     0.0	     0.0	     0.0	     4.1	     7.3	     0.0	     0.9	     0.0	     0.8	     0.0	     0.0	     2.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.5	     0.7	     0.3	     2.0	     0.0	     0.0	     3.1	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.4	     0.0	     0.2	     0.0	     0.0	     0.2	     0.5	     0.1	     1.9	     0.0	     3.7	     0.0	     2.4			           9.527
   720.0	   780.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.4	     2.8	     0.0	     3.0	     0.0	     0.0	     0.0	     1.0	     0.0	     5.8	     0.0	     0.0	     0.0	     2.6	     8.0	     0.0	     1.5	     1.8	     0.0	     8.7	     3.0	     0.0	     0.1	     0.0	     3.3	     0.0	     0.3	     0.0	     0.4	     0.7	     0.0	     0.0	     4.0	     0.0	     0.0	     0.0	     2.2	     0.0	     0.0	     0.0	     0.5	     0.0	     0.0	     0.0	     0.0	     0.0	     1.6	     2.5	     0.0	     4.0	     0.0	     0.0	     0.0	     0.0	     1.5	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     4.2	     1.6	     0.5	     1.0	     0.0	     0.0	     6.5	     0.1	     0.0	     0.4	     0.0	     0.0	     0.0	     0.0	     0.0	     1.8	     0.0	     0.0	     0.0	     0.4	     0.0	     0.1	     0.0	     0.6	     0.0	     2.2	     0.0	     2.3			           9.544
   780.0	   840.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     6.3	     1.3	     0.0	     3.0	     0.0	     0.0	     0.0	     4.2	     0.0	     0.4	     0.0	     0.1	     0.0	     1.9	     6.1	     0.0	     1.8	     1.1	     0.0	     2.1	     1.0	     0.0	     0.4	     0.0	     3.6	     0.0	     0.4	     0.0	     1.9	     4.2	     0.0	     0.0	     4.0	     0.0	     0.0	     0.2	     1.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.1	     2.2	     0.0	     3.2	     0.0	     0.0	     0.0	     0.0	     2.5	     0.0	     0.0	     0.0	     3.6	     0.0	     0.0	     0.0	     0.0	     1.2	     6.5	     0.0	     0.0	     2.8	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.5	     0.0	     0.6	     0.0	     0.2	     0.0	     0.1	     0.0	     0.9	     0.0	     6.1	     0.0	     2.8			           9.561
   840.0	   900.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.9	     0.0	     0.0	     1.5	     0.0	     0.0	     0.0	     5.3	     0.0	     0.4	     0.1	     0.0	     0.0	     1.7	     8.8	     0.0	     0.0	     2.5	     0.0	     0.0	     3.3	     0.0	     0.3	     0.0	     6.4	     0.0	     1.6	     0.0	     1.3	     4.5	     0.0	     0.0	     1.7	     0.0	     0.0	     0.0	     2.2	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.6	     2.4	     0.6	     3.5	     0.0	     0.0	     0.0	     0.0	     3.8	     0.0	     0.0	     0.0	     0.4	     0.0	     0.0	     0.0	     1.6	     3.1	     1.4	     0.0	     0.0	     0.0	     0.3	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.1	     0.0	     2.0	     0.0	     0.2	     0.0	     5.0	     0.0	     3.0	     0.0	     4.5			           9.578
   900.0	   960.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     2.1	     0.0	     0.0	     1.6	     0.0	     0.0	     1.0	     4.2	     0.0	     0.8	     0.1	     0.0	     0.0	     1.1	     9.6	     0.0	     2.1	     3.5	     0.0	     0.0	     1.8	     0.0	     0.3	     0.0	     2.9	     0.0	     0.1	     0.0	     0.2	     5.2	     0.0	     0.0	     3.2	     0.0	     0.0	     0.0	     1.6	     0.0	     0.0	     0.0	     0.2	     0.2	     0.0	     0.0	     0.0	     0.0	     0.7	     0.5	     0.2	     5.0	     0.0	     0.0	     0.0	     0.0	     1.2	     0.0	     0.0	     0.0	     2.5	     0.8	     0.0	     0.0	     0.0	     3.4	     3.9	     0.0	     0.0	     0.0	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     2.2	     0.0	     1.9	     0.0	     4.1	     0.0	     1.1	     0.0	     2.0	     0.0	     6.9	     0.0	     3.9			           9.594
   960.0	  1020.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     7.4	     3.5	     0.0	     1.9	     7.6	     0.0	     0.9	     0.2	     0.0	     1.1	     0.6	     0.0	     0.0	     0.7	     2.9	     0.0	     3.8	     4.5	     0.0	     0.0	     4.9	     0.0	     0.0	     0.0	     2.5	     0.0	     0.3	     0.0	     0.1	     5.2	     0.0	     0.0	     2.5	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.5	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.9	     4.2	     0.0	     0.0	     0.0	     0.0	     0.5	     0.0	     0.0	     0.0	     1.0	     0.0	     0.0	     0.0	     2.1	     0.2	     3.1	     0.0	     0.0	     0.0	     0.2	     0.5	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.5	     0.0	     0.8	     0.0	     4.9	     0.0	     2.8	     0.0	     1.5	     0.0	     4.4	     0.0	     7.5			           9.611
  1020.0	  1080.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     4.3	     8.7	     0.0	     2.0	     6.5	     0.0	     0.0	     1.3	     0.0	     0.0	     0.3	     0.0	     0.0	     2.4	     1.0	     0.0	     2.8	     2.4	     0.0	     0.0	     5.1	     0.0	     0.8	     0.2	     4.7	     0.0	     1.7	     0.0	     1.5	     6.4	     0.0	     0.0	     1.2	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     0.4	     2.3	     0.0	     0.0	     0.0	     0.0	     1.3	     0.0	     0.0	     0.0	     0.6	     0.0	     0.0	     0.0	     0.2	     0.0	     1.6	     0.0	     0.0	     0.0	     0.0	     1.8	     2.9	     1.9	     0.0	     0.0	     0.0	     0.0	     0.6	     0.0	     0.4	     0.0	     0.0	     0.0	     0.7	     0.0	     0.2	     0.0	     5.8	     0.0	     6.5			           9.628
  1080.0	  1140.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     4.5	     8.0	     0.0	     2.8	     2.8	     0.0	     0.1	     3.1	     0.0	     0.0	     0.0	     0.0	     0.0	     3.5	     0.0	     0.0	     4.1	     4.5	     0.0	     0.0	     4.7	     0.0	     2.5	     0.0	     1.7	     0.0	     1.6	     0.0	     0.5	     6.8	     0.0	     0.0	     0.8	     0.0	     0.0	     0.3	     0.2	     0.0	     0.0	     0.0	     0.2	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.5	     3.1	     0.0	     0.0	     0.0	     0.0	     0.7	     0.0	     0.0	     0.0	     2.4	     0.0	     0.0	     0.0	     0.7	     0.0	     0.0	     0.0	     0.0	     0.0	     0.4	     4.5	     0.2	     4.5	     0.0	     0.0	     0.0	     0.0	     1.6	     0.0	     2.3	     0.0	     0.0	     0.0	     0.5	     0.0	     0.0	     0.0	     5.3	     0.0	     4.5			           9.644
  1140.0	  1200.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     6.3	     6.7	     0.0	     1.3	     0.7	     0.0	     0.0	     1.4	     0.0	     0.0	     0.5	     0.0	     0.0	     0.7	     0.0	     0.0	     3.9	     0.0	     0.0	     0.0	     3.4	     0.0	     2.0	     0.0	     2.6	     0.0	     1.2	     0.0	     1.5	     7.6	     0.0	     0.0	     0.2	     0.0	     0.0	     0.1	     1.1	     0.0	     0.0	     0.0	     0.0	     2.6	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.1	     5.7	     0.0	     0.0	     0.0	     0.0	     3.7	     0.0	     0.0	     0.1	     1.9	     0.0	     0.0	     0.0	     0.4	     0.0	     3.5	     0.0	     0.0	     0.0	     1.4	     6.8	     0.5	     5.9	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     2.1	     0.0	     0.0	     0.0	     0.2	     0.0	     0.3	     0.0	     6.7	     0.0	     7.6			           9.661
  1200.0	  1260.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     7.3	     8.7	     0.0	     0.6	     0.0	     0.0	     1.2	     1.8	     0.0	     0.0	     0.3	     0.0	     0.0	     0.4	     0.0	     0.0	     3.1	     0.0	     0.0	     0.0	     2.6	     0.0	     3.7	     0.0	     2.0	     0.0	     0.1	     0.0	     2.5	     8.7	     0.0	     1.1	     0.2	     0.0	     0.0	     0.0	     4.8	     0.0	     0.0	     0.0	     2.2	     2.9	     0.0	     0.0	     0.0	     0.0	     0.5	     0.0	     0.6	     6.9	     0.0	     0.0	     0.0	     0.0	     1.6	     0.0	     0.0	     0.0	     2.2	     0.0	     1.3	     0.0	     0.3	     0.0	     2.2	     0.0	     0.0	     0.0	     0.1	     6.5	     2.1	     7.8	     0.0	     0.0	     4.5	     0.0	     1.3	     0.0	     1.8	     0.0	     0.0	     0.0	     0.4	     0.0	     0.4	     0.0	     3.6	     0.0	     4.6			           9.678
  1260.0	  1320.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.8	     6.5	     0.0	     1.2	     0.0	     0.0	     0.1	     4.5	     0.0	     0.0	     0.0	     0.0	     0.0	     4.0	     4.7	     0.0	     3.0	     0.0	     0.0	     0.0	     5.0	     0.0	     1.0	     0.0	     0.6	     0.0	     0.1	     0.0	     0.7	     5.8	     0.0	     3.5	     0.1	     0.0	     0.0	     5.6	     4.0	     0.0	     0.0	     0.0	     0.9	     5.6	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.4	     7.5	     0.0	     0.0	     0.0	     0.0	     2.0	     0.0	     0.0	     0.0	     5.7	     0.0	     0.0	     0.0	     1.4	     0.0	     2.8	     0.0	     0.0	     0.0	     0.0	     4.2	     1.6	     8.6	     0.0	     0.0	     2.6	     0.0	     0.9	     0.0	     1.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     3.6			           9.694
  1320.0	  1380.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     5.8	     1.8	     0.0	     1.6	     0.0	     0.0	     2.1	     3.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.2	     0.0	     0.0	     4.7	     0.0	     0.0	     0.0	     2.0	     0.0	     2.6	     0.0	     0.4	     0.0	     0.1	     0.0	     1.3	     4.8	     0.0	     6.3	     0.1	     0.0	     0.0	     9.1	     7.5	     0.0	     0.0	     0.0	     1.7	     2.5	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     1.1	     8.0	     0.0	     0.0	     0.0	     0.0	     0.7	     0.0	     0.0	     0.0	     1.6	     0.0	     0.0	     0.0	     2.2	     0.0	     3.0	     0.0	     0.0	     0.0	     0.0	     5.8	     0.1	     4.4	     0.0	     0.0	     2.4	     0.0	     1.3	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     2.6	     0.0	     0.0			           9.711
  1380.0	  1440.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.1	     0.0	     5.0	     0.0	     0.0	     1.0	     0.0	     0.0	     0.9	     3.8	     0.0	     0.0	     0.0	     0.0	     0.0	     5.4	     0.0	     0.0	     4.7	     0.0	     0.0	     0.0	     0.4	     0.0	     1.8	     0.0	     0.8	     0.0	     0.0	     0.0	     0.2	     2.9	     0.0	     7.2	     0.1	     0.1	     0.0	    11.9	     2.0	     0.0	     0.0	     0.0	     7.0	     3.1	     0.0	     0.0	     0.0	     0.0	     2.1	     0.0	     0.3	     8.0	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.8	     0.0	     0.2	     0.0	     0.2	     0.0	     1.4	     0.0	     0.0	     0.0	     0.1	     5.6	     0.0	     5.4	     0.0	     0.0	     2.1	     0.0	     0.5	     0.0	     1.3	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.2	     0.0	     3.0			           9.727
  1440.0	  1500.0	     0.0	     0.0	     0.2	     0.0	     0.0	     1.4	     0.0	     2.0	     0.0	     0.0	     1.9	     0.0	     0.0	     0.0	     2.8	     0.0	     0.0	     0.7	     0.0	     0.0	     4.7	     0.0	     0.0	     2.2	     0.0	     0.0	     0.0	     0.4	     0.0	     2.9	     0.0	     0.5	     0.0	     0.6	     0.0	     0.3	     3.6	     0.0	     7.4	     0.0	     0.0	     0.0	    11.8	     0.3	     0.0	     0.0	     0.0	     1.2	     6.6	     0.0	     0.0	     0.0	     0.0	     2.1	     0.0	     1.1	     6.9	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     2.2	     0.0	     1.9	     0.0	     0.0	     0.0	     0.0	     7.4	     0.0	     1.8	     0.0	     0.0	     4.8	     0.0	     0.8	     0.0	     2.0	     0.0	     0.0	     0.0	     0.7	     0.0	     0.0	     0.0	     4.5	     0.0	     2.0			           9.744
