TIME(SECONDS)		FISH1	FISH2	FISH3	FISH4	FISH5	FISH6	FISH7	FISH8	FISH9	FISH10	FISH11	FISH12	FISH13	FISH14	FISH15	FISH16	FISH17	FISH18	FISH19	FISH20	FISH21	FISH22	FISH23	FISH24	FISH25	FISH26	FISH27	FISH28	FISH29	FISH30	FISH31	FISH32	FISH33	FISH34	FISH35	FISH36	FISH37	FISH38	FISH39	FISH40	FISH41	FISH42	FISH43	FISH44	FISH45	FISH46	FISH47	FISH48	FISH49	FISH50	FISH51	FISH52	FISH53	FISH54	FISH55	FISH56	FISH57	FISH58	FISH59	FISH60	FISH61	FISH62	FISH63	FISH64	FISH65	FISH66	FISH67	FISH68	FISH69	FISH70	FISH71	FISH72	FISH73	FISH74	FISH75	FISH76	FISH77	FISH78	FISH79	FISH80	FISH81	FISH82	FISH83	FISH84	FISH85	FISH86	FISH87	FISH88	FISH89	FISH90	FISH91	FISH92	FISH93	FISH94	FISH95	FISH96			CLOCK
   540.0	   600.0	     0.0	     0.4	     0.0	     0.0	     0.0	     0.1	     0.0	     0.8	     0.1	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.1	     0.0	     0.8	     0.0	     0.5	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.2	     0.2	     0.0	     0.0	     0.1	     0.3	     0.0	     0.4	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     4.6	     0.0	     0.1	     0.0	     0.0	     6.0	     0.0	     0.0	     0.0	     6.3	     0.0	     4.7	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     6.3	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.2	     0.0	     5.9	     0.0	     0.0	     0.0	     0.0	     6.1	     0.0	     6.7	     0.0	     1.1	     2.4			          13.211
   600.0	   660.0	     0.1	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.3	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     2.1	     0.0	     0.0	     0.1	     0.2	     0.0	     0.0	     0.4	     0.3	     0.0	     0.0	     0.0	     0.1	     0.6	     0.0	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     5.1	     0.0	     0.0	     0.1	     0.0	     5.2	     0.0	     0.0	     0.0	     6.6	     0.0	     3.1	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     2.7	     0.0	     6.2	     4.8	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     5.3	     0.0	     6.8	     0.0	     0.0	     0.0	     0.0	     4.3	     0.0	     8.5	     0.0	     1.4	     0.6			          13.228
   660.0	   720.0	     0.0	     0.1	     0.3	     0.0	     0.0	     0.9	     0.0	     0.0	     0.1	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.3	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     1.2	     0.0	     0.2	     0.0	     0.0	     0.1	     0.2	     0.0	     0.2	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.2	     0.0	     0.0	     0.4	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     3.9	     0.0	     0.0	     0.0	     0.0	     4.0	     0.0	     0.0	     0.0	     6.7	     0.0	     4.7	     0.0	     0.0	     0.0	     3.3	     0.0	     0.0	     0.0	     0.0	     4.8	     0.0	     6.1	     0.3	     0.0	     0.0	     0.0	     0.0	     0.3	     0.0	     5.7	     0.0	     7.8	     0.0	     0.0	     0.0	     0.0	     5.4	     0.0	     6.3	     0.0	     0.3	     0.0			          13.244
   720.0	   780.0	     0.1	     0.2	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     1.3	     0.0	     0.1	     0.0	     0.3	     0.0	     0.7	     0.1	     0.0	     0.0	     0.0	     0.0	     0.3	     0.2	     0.7	     0.0	     0.1	     0.3	     0.1	     0.0	     0.0	     0.0	     4.1	     0.0	     0.0	     0.0	     0.0	     0.0	     6.8	     0.0	     0.0	     0.0	     0.0	     4.8	     0.2	     0.0	     0.0	     5.7	     0.0	     2.5	     0.0	     0.0	     0.0	     4.5	     0.0	     0.0	     0.0	     0.0	     1.4	     0.0	     7.8	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.6	     0.0	     6.8	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     8.7	     0.0	     1.7	     0.4			          13.261
   780.0	   840.0	     0.0	     0.0	     0.3	     0.0	     0.2	     0.0	     0.3	     0.0	     0.0	     0.3	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     2.5	     0.1	     0.3	     0.0	     0.0	     0.1	     0.6	     0.0	     0.0	     0.2	     0.1	     0.0	     0.1	     0.3	     0.5	     0.3	     0.0	     0.0	     0.4	     0.0	     0.0	     0.1	     0.5	     0.1	     0.1	     0.0	     0.0	     0.0	     5.2	     0.0	     0.0	     0.0	     0.0	     3.9	     0.1	     0.0	     0.0	     2.8	     0.0	     3.7	     0.0	     0.0	     0.0	     4.1	     0.0	     0.0	     0.0	     0.0	     2.8	     0.0	     7.2	     0.2	     0.0	     0.5	     0.0	     0.0	     0.0	     0.0	     6.3	     0.0	     7.6	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     7.3	     0.0	     1.6	     0.0			          13.278
   840.0	   900.0	     0.0	     0.1	     0.0	     0.0	     1.2	     0.0	     0.6	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.7	     0.0	     1.1	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.1	     0.2	     0.0	     0.0	     0.0	     0.8	     0.0	     0.0	     0.4	     0.3	     0.0	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     0.0	     0.1	     0.0	     4.5	     0.0	     0.1	     0.0	     5.8	     0.0	     2.9	     0.0	     0.0	     0.0	     3.8	     0.0	     0.0	     0.0	     0.0	     5.9	     0.0	     7.8	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     7.0	     0.0	     5.5	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     7.3	     0.0	     0.8	     0.3			          13.294
   900.0	   960.0	     0.0	     0.0	     0.0	     0.0	     0.3	     0.0	     0.2	     1.2	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.5	     0.0	     1.3	     0.0	     0.2	     0.0	     0.0	     0.0	     0.3	     0.3	     0.5	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.0	     0.1	     1.6	     0.2	     0.0	     0.1	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     3.7	     0.0	     0.1	     0.0	     0.0	     4.9	     0.1	     0.0	     0.0	     5.2	     0.1	     2.0	     0.0	     0.0	     0.0	     3.7	     0.0	     0.0	     0.0	     0.0	     7.2	     0.0	     8.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     6.4	     0.0	     4.6	     0.0	     0.0	     1.4	     0.0	     0.0	     0.0	     7.2	     0.0	     2.2	     2.0			          13.311
   960.0	  1020.0	     0.0	     0.0	     0.0	     0.0	     0.2	     0.0	     0.0	     0.3	     0.0	     0.3	     0.0	     0.0	     0.6	     0.0	     0.1	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.7	     0.1	     0.8	     0.0	     0.2	     0.1	     0.0	     0.6	     0.1	     0.7	     0.5	     0.6	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.2	     0.4	     0.0	     0.0	     0.2	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.6	     0.0	     0.0	     3.6	     0.0	     0.0	     0.0	     0.0	     6.6	     0.8	     0.0	     0.0	     6.5	     0.0	     2.3	     0.0	     0.0	     0.0	     4.8	     0.1	     0.0	     0.0	     0.0	     6.6	     0.0	     8.8	     0.0	     0.0	     4.7	     0.0	     0.0	     0.0	     0.0	     5.0	     0.0	     4.7	     0.0	     0.0	     1.8	     0.0	     0.0	     0.0	     7.2	     0.0	     2.2	     0.1			          13.328
  1020.0	  1080.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.1	     0.2	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.6	     0.1	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.6	     0.0	     0.0	     0.2	     0.0	     0.1	     0.5	     0.1	     0.0	     0.0	     1.7	     0.4	     0.1	     0.1	     0.1	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     2.0	     0.0	     0.0	     3.2	     0.0	     0.0	     0.0	     0.0	     4.4	     2.0	     0.0	     0.0	     4.0	     0.0	     0.0	     0.0	     0.0	     0.0	     5.0	     0.0	     0.0	     0.2	     0.0	     5.9	     0.0	     9.0	     0.0	     0.0	     5.0	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     4.7	     0.0	     0.0	     0.6	     0.0	     0.0	     0.0	     8.5	     0.0	     0.7	     0.0			          13.344
  1080.0	  1140.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.0	     1.0	     0.0	     0.0	     0.7	     0.0	     0.3	     0.0	     0.0	     0.0	     0.3	     0.0	     0.5	     0.0	     0.0	     0.0	     0.5	     0.0	     0.1	     0.0	     0.7	     0.0	     0.0	     0.3	     0.1	     0.1	     0.2	     0.1	     0.0	     0.0	     0.0	     0.0	     0.3	     0.1	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     1.7	     0.0	     0.0	     4.9	     0.0	     0.0	     0.0	     0.0	     4.5	     0.4	     3.6	     0.0	     7.2	     0.0	     1.7	     0.0	     0.0	     0.0	     3.6	     0.0	     0.0	     0.0	     0.0	     5.7	     0.0	     8.4	     0.0	     0.5	     4.6	     0.0	     0.1	     0.0	     0.0	     4.8	     0.0	     4.4	     0.0	     0.0	     0.8	     0.6	     0.0	     0.0	     8.3	     0.0	     0.9	     0.1			          13.361
  1140.0	  1200.0	     0.2	     0.6	     0.0	     0.0	     0.0	     0.3	     1.1	     0.0	     0.0	     0.1	     0.0	     1.7	     0.1	     0.0	     0.1	     0.6	     0.0	     0.7	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     1.0	     0.2	     0.3	     0.0	     0.0	     0.7	     0.1	     0.0	     0.0	     0.0	     3.1	     0.0	     0.1	     1.1	     0.0	     0.0	     0.1	     0.0	     0.7	     0.3	     0.1	     0.0	     0.3	     0.1	     0.2	     0.1	     0.1	     0.0	     4.7	     0.0	     0.0	     0.0	     0.0	     4.7	     0.3	     0.0	     0.0	     6.1	     0.0	     2.1	     0.0	     0.0	     0.0	     3.9	     0.0	     0.0	     0.1	     0.0	     4.8	     0.0	     5.3	     0.0	     0.1	     3.1	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     6.6	     0.1	     0.0	     4.0	     2.4	     0.0	     0.0	     8.8	     0.0	     1.3	     0.0			          13.378
  1200.0	  1260.0	     0.0	     0.2	     0.3	     0.0	     0.0	     0.4	     0.6	     0.1	     0.5	     0.3	     0.3	     0.0	     0.2	     0.0	     0.1	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.7	     0.1	     0.1	     0.1	     0.0	     0.1	     0.6	     0.0	     0.0	     0.0	     1.3	     0.0	     0.1	     0.8	     0.1	     0.0	     0.1	     0.0	     0.3	     0.0	     0.0	     0.1	     0.1	     0.1	     0.1	     0.0	     0.0	     0.0	     4.8	     0.1	     0.0	     0.0	     0.0	     0.3	     0.1	     3.1	     0.0	     6.8	     0.0	     0.8	     0.0	     0.0	     0.0	     3.9	     0.0	     0.0	     0.0	     0.0	     6.0	     0.0	     4.2	     0.0	     0.9	     3.3	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     5.4	     0.0	     0.0	     3.0	     4.0	     0.0	     0.0	     8.2	     0.0	     1.1	     0.7			          13.394
  1260.0	  1320.0	     0.3	     0.0	     0.0	     0.1	     0.0	     2.1	     0.0	     0.0	     0.3	     0.5	     0.0	     0.0	     0.0	     0.0	     0.0	     0.5	     0.0	     0.0	     0.0	     0.0	     0.1	     0.1	     0.0	     0.0	     0.0	     0.5	     0.0	     0.1	     0.1	     0.1	     0.1	     1.6	     0.1	     0.0	     0.2	     0.4	     0.1	     0.0	     0.3	     0.0	     0.0	     0.1	     0.5	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     4.8	     0.0	     0.0	     0.0	     0.0	     0.8	     0.0	     5.4	     0.0	     6.7	     0.0	     0.4	     0.0	     0.0	     0.0	     5.0	     0.0	     0.0	     0.0	     0.0	     5.0	     0.0	     0.0	     3.2	     1.4	     2.7	     0.0	     0.0	     0.0	     0.0	     5.0	     0.0	     6.3	     0.0	     0.0	     2.9	     2.7	     0.0	     0.0	     8.6	     0.0	     1.0	     2.0			          13.411
  1320.0	  1380.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.3	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     1.7	     0.0	     0.1	     0.3	     0.0	     0.1	     1.0	     0.0	     0.0	     0.0	     0.4	     0.0	     0.0	     0.1	     0.0	     0.1	     0.2	     0.3	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     4.8	     0.0	     0.0	     0.0	     0.1	     0.1	     0.0	     4.2	     0.0	     7.3	     0.0	     1.6	     0.0	     0.0	     0.0	     4.0	     0.0	     0.0	     0.0	     0.0	     2.4	     0.1	     0.0	     1.6	     2.5	     0.8	     0.0	     0.0	     0.0	     0.0	     5.6	     0.0	     6.4	     0.0	     0.0	     3.0	     3.3	     0.0	     0.0	     8.0	     0.0	     3.1	     0.0			          13.428
  1380.0	  1440.0	     0.3	     0.1	     0.0	     0.0	     0.1	     0.2	     0.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.7	     0.0	     0.0	     0.2	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.0	     0.0	     0.1	     0.0	     1.4	     0.3	     0.0	     0.0	     0.1	     0.0	     0.3	     0.0	     0.0	     0.1	     0.0	     0.1	     0.0	     0.1	     0.0	     0.1	     0.0	     0.0	     0.0	     0.0	     4.1	     0.0	     4.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     6.5	     0.0	     0.7	     0.0	     0.0	     0.0	     5.2	     0.0	     0.0	     0.0	     0.0	     3.6	     0.0	     0.0	     0.0	     2.6	     0.0	     0.0	     0.0	     0.0	     0.0	     5.4	     0.0	     7.1	     0.0	     0.1	     1.3	     1.6	     0.0	     0.0	     6.9	     0.0	     1.7	     2.0			          13.444
  1440.0	  1500.0	     0.0	     0.1	     0.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     0.1	     0.3	     0.1	     0.0	     0.0	     0.1	     0.0	     0.0	     0.7	     0.0	     0.0	     0.0	     0.0	     0.2	     0.1	     0.3	     1.9	     0.0	     0.1	     0.0	     0.0	     0.0	     0.5	     0.8	     0.1	     0.1	     0.0	     0.0	     0.4	     0.0	     0.0	     0.2	     0.0	     0.0	     0.0	     0.0	     1.6	     0.0	     4.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     7.9	     0.1	     0.1	     0.0	     0.0	     0.0	     4.3	     0.0	     0.0	     0.0	     0.0	     5.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.1	     0.0	     0.0	     4.1	     0.0	     6.5	     0.0	     0.0	     3.7	     3.5	     0.0	     0.0	     7.3	     0.0	     2.1	     1.9			          13.461
