"zth","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank"
4.08777777777778,19083,14161,30548,11925,15487,89,91,154,24681,25334,82,60,165,35657,36073,31265,18227,175,29794,16794,40201,176,93,62,19939,19194,14454,15060,16504,22613,354,28602,18877,24611,105,69,22487,15664,22153,30543,31735,21021,38129,49963,275,15204,115,72,15163,26252,20972,15576,16123,281,18889,354,20363,22841,128,73,140,154,203,31350,253,23221,21010,41067,276,23219,128,69,36377,194,18722,200,20197,346,45005,17552,241,45567,145,69,20301,30464,21849,15768,15204,36772,38851,37066,159,139,94,70
4.25333333333333,19629,14446,28336,11951,14557,94,97,147,24164,25165,85,58,159,33836,36880,31156,17992,166,30880,17588,40622,164,87,66,17872,19751,15240,15077,17152,22388,342,29280,19217,25755,108,70,22014,15905,22331,30968,29583,22321,39559,48777,295,15646,108,65,15279,26465,21969,17413,16375,289,18928,343,21345,21847,123,69,138,152,189,32595,233,22932,21341,39930,280,22609,138,74,37046,196,17057,200,20559,331,47425,16599,251,43526,145,65,21160,31396,21994,15966,16281,36798,36593,37314,168,141,93,64
4.41861111111111,20452,14907,30923,12177,14491,97,94,146,24390,25835,83,53,163,33405,38038,31092,19973,170,31252,17123,40148,170,81,62,18574,20050,15067,15457,18572,23314,363,29329,19339,25483,98,62,23667,16306,22388,31142,29477,20847,38972,48320,287,16006,115,66,15345,26356,22430,19618,16112,293,20552,343,21143,22574,114,70,135,144,188,30959,238,23893,21616,42191,283,23728,129,65,36994,197,17006,194,22863,340,46726,18244,259,45226,148,64,20227,29647,22397,16473,16386,38551,40909,38260,158,144,96,61
4.58416666666667,21086,14325,31393,12127,14990,87,93,153,26331,25682,82,60,163,34044,35891,31304,18813,163,31377,18978,42679,171,82,56,19245,20291,17285,15757,18594,24315,366,27520,19797,28631,107,60,24070,17021,22099,31450,29546,21561,39508,50034,278,16222,111,62,14774,27344,22266,19994,16391,293,20322,372,21562,21655,111,61,130,141,189,31588,236,23766,20887,42343,279,23090,128,69,37377,192,18790,194,21231,323,46540,17133,253,41355,136,58,20048,29799,19868,17134,17590,38354,37610,38650,161,136,87,62
4.74944444444444,21033,13421,32965,12155,14047,82,90,153,25383,24319,75,57,161,34757,36783,30434,19275,163,31460,19417,42930,162,77,57,19092,20886,18181,16018,16759,24179,350,28121,20867,25963,101,63,24999,18320,22779,31489,30468,21580,38748,50821,293,16287,103,61,15697,28627,22509,17698,16366,277,19782,365,22850,25743,117,61,134,142,190,38330,232,22894,23113,41331,275,23651,131,58,38202,193,19244,198,21485,325,40884,17308,245,42649,138,63,20843,30012,23587,17065,17331,39032,39637,39770,157,136,87,59
4.91472222222222,21233,15551,32114,11584,14368,90,89,140,23554,23796,73,48,160,34808,40192,33316,19175,166,30499,17797,42649,174,80,57,18653,21147,17774,15689,19546,24477,350,27553,20210,26373,95,57,22492,18369,22852,31738,31425,22204,39081,51456,295,16670,111,61,16454,28355,23191,18274,16788,285,20959,365,20796,22420,111,63,132,140,194,31962,234,23655,23263,44624,277,23983,134,59,36569,182,17681,200,21580,330,43073,17717,240,41279,132,56,19428,31131,23838,18001,18106,40859,40061,41138,154,124,81,54
5.08,21924,16383,28420,12107,14465,86,84,136,23407,24987,70,52,159,37743,36653,33107,20255,156,31021,17418,43395,166,81,52,18973,22273,18239,15771,16978,24600,337,27277,20483,26402,97,54,25200,18511,22597,32279,30272,21474,38625,51857,295,16393,107,59,16186,28975,22951,18273,16912,273,19404,346,21182,21416,109,57,130,135,186,32144,228,22985,23832,44233,276,24862,123,60,36839,184,17525,189,23275,339,48116,17605,252,47808,132,61,20018,31204,23961,17046,17501,39267,39018,41230,159,131,83,53
5.24555555555556,21064,16988,33000,11189,14752,83,89,132,23342,24017,71,49,162,37706,41045,32037,19773,163,30672,19526,41833,164,75,55,19158,21060,18243,16000,17746,24777,361,28050,20029,26966,98,55,20860,19096,20674,31586,29907,21835,40303,51007,286,16363,99,55,16143,29796,24278,19412,16608,280,19908,348,22031,23643,119,60,128,140,198,32414,232,23152,24068,41246,287,23743,124,56,39549,182,17733,197,21577,350,44484,17410,251,46673,140,57,21144,30752,24850,17240,16773,39533,38906,41621,157,130,85,53
5.41083333333333,21974,16957,30127,11702,15064,83,85,136,22782,25266,72,49,161,37808,41259,32347,19717,164,30180,17956,41490,160,73,48,19210,20862,18021,16420,18077,25227,342,28351,20373,27297,89,53,23129,18516,23869,31874,30089,22707,40113,51279,290,17807,96,55,16115,30232,23969,20915,16899,284,19692,359,22848,22921,111,60,139,137,194,33689,241,22726,23929,41075,282,24164,130,59,40802,196,17975,185,20928,343,44767,17701,227,42713,140,54,22177,31730,24550,17093,17976,41869,39095,41274,151,125,85,52
5.57638888888889,22304,17108,32235,12076,15225,87,86,135,23000,25506,69,48,159,37955,40825,33415,20276,164,30827,17199,42687,163,78,52,19946,21184,18072,15731,17664,25240,346,29031,21824,27666,98,48,23539,18658,23269,32290,30552,22951,38455,49950,292,15234,103,55,16784,30473,27594,21391,16750,304,19549,342,22290,23434,103,55,139,136,186,32880,230,23435,24826,43739,277,24812,118,52,41648,193,17977,197,23243,350,47495,18259,241,44741,122,52,21125,31911,24282,17818,17449,41923,39700,41844,155,126,80,52
5.74166666666667,23365,17162,29832,12554,15265,92,81,136,22685,27205,70,48,159,35450,40767,33424,20827,167,31147,18422,42782,167,69,50,18850,21121,17673,16912,19036,25094,339,29521,23002,27866,92,53,22788,17966,23280,32759,30621,22900,39798,52027,283,15861,101,56,17589,30324,23873,21255,16644,285,19607,364,22601,23187,107,55,130,144,180,31282,239,25092,40830,43379,283,24481,128,62,42256,186,18803,195,22184,342,47725,17882,245,47083,136,57,21762,33565,24465,17510,16888,41831,41367,41581,160,136,82,52
5.90694444444444,23814,17202,28702,11687,15569,89,85,141,23077,26316,65,44,163,35118,40563,34184,20377,163,30930,19343,43428,165,73,48,19652,20881,18000,15432,19639,24864,350,27437,20522,27853,89,48,22734,19192,23977,32775,30932,21991,39688,51784,283,16651,100,53,19040,30534,23121,21052,16708,278,19687,357,23328,23092,106,55,140,142,188,36459,234,23024,22023,45548,279,24497,122,53,41662,176,18252,197,23930,342,43106,17842,241,45436,131,56,22706,32213,24530,21274,17841,40534,39607,42277,150,123,90,54
6.0725,22503,17370,35600,12133,16017,82,82,140,23885,26332,70,45,159,38955,37602,34064,22392,160,31410,18593,43524,162,77,48,19449,21396,17988,15384,19501,25360,349,29680,21341,27898,89,52,24015,19905,23720,32846,30057,22243,40505,54024,297,15427,98,52,19112,30106,23771,19376,17381,290,21007,364,23789,22947,106,57,132,132,186,31836,243,25846,24399,44519,285,25742,118,52,43856,186,17923,197,24548,350,48204,20697,237,40443,122,52,22593,30531,24720,18776,17720,43446,40681,42300,153,128,75,50
6.23777777777778,20000,17476,31675,12219,16345,86,87,137,24598,25021,69,46,157,39003,38663,36075,19694,164,31533,19267,44466,161,72,46,19690,27831,17674,15389,17348,25005,354,28533,20486,28500,90,47,24936,20109,24272,32546,31141,21970,43116,49977,287,15607,94,52,19632,29598,23838,21565,16507,280,20147,354,23594,22405,107,53,126,139,179,30135,245,26047,25688,46945,287,28508,123,50,38715,179,18421,191,24952,350,44471,20226,239,41924,129,50,22791,30761,24975,19239,19945,41559,40158,36322,150,120,77,50
6.40333333333333,21462,17225,30829,12242,16379,86,81,143,24834,25977,69,43,170,38441,41550,32741,20104,163,31054,19983,42026,161,76,44,19594,24222,17937,15616,17220,24633,347,27864,19498,27813,84,52,25263,20853,23793,32643,31201,21817,41129,50707,284,16885,95,48,19986,31081,24128,21642,17105,289,20421,361,24580,23071,104,52,133,141,178,30817,243,23446,24951,45653,284,25232,120,52,39900,184,18103,193,23136,354,43612,18145,244,47634,128,52,24203,30608,25232,18494,18209,40950,40984,41556,157,132,79,47
6.56861111111111,22031,17546,31016,12660,16245,79,84,135,29149,24607,69,45,154,37219,42324,33137,21588,164,30570,18878,42734,160,71,41,19646,23555,17902,15289,17861,24596,350,30746,21254,27985,86,48,25913,21161,23899,32769,31387,21684,41590,52821,286,15758,103,52,19781,30845,24443,21284,16870,289,20344,367,23003,22458,111,52,135,136,182,30671,233,23087,25124,43860,283,28151,124,53,42349,187,18718,199,23389,349,48415,18636,240,48824,127,49,23647,30422,27109,20339,17541,41718,43129,41037,149,124,74,52
6.73388888888889,22522,16955,33492,12199,15560,79,82,132,25412,25659,65,48,164,36748,41823,33095,20340,155,30496,18702,43435,170,72,45,20120,23437,16457,17001,19787,24153,342,30706,19056,26692,88,48,23318,22026,23609,32795,31382,22633,39705,52571,288,15491,94,48,20367,30763,24747,21519,18052,289,21734,370,24718,22639,108,53,128,137,182,33787,228,23521,25204,44050,274,25295,122,49,38984,182,18557,199,24751,353,44650,19159,248,43156,124,46,25303,31331,26159,19055,18625,42026,39818,37924,139,121,81,42
6.89944444444444,23100,16885,30869,12258,15975,84,82,146,24892,25421,68,49,155,36839,39838,33047,20810,161,30657,19945,45981,164,79,44,22073,22806,17496,16670,17885,23763,338,29590,18923,26942,85,46,23120,20219,21658,29496,34112,22733,40866,52250,280,15483,98,51,19269,29992,23843,21641,17137,298,21919,345,22890,23148,107,55,128,130,178,32124,251,25633,25082,42344,277,25486,133,52,39834,181,18219,196,24003,330,48330,17516,258,43415,133,51,21734,31479,23418,19183,19425,42547,42306,41354,153,115,80,50
7.06472222222222,22586,16409,31624,13270,15883,78,84,136,24682,25846,65,48,145,37265,42276,33193,20152,155,30554,18964,45443,159,72,45,20061,20707,17008,16697,18202,24114,354,32153,20566,28504,84,51,23810,19689,23401,28763,33849,22729,40976,51102,278,15610,99,49,18944,30537,24358,22109,17080,279,20361,351,23598,23474,107,48,126,129,189,31397,243,26224,26110,42202,277,25851,124,53,39252,177,18199,193,22690,355,48094,17930,232,48237,128,49,21948,31347,26337,18790,18806,42667,39514,36856,142,133,75,49
7.23,24018,17142,31392,12651,15810,80,77,145,24996,27720,62,40,153,36818,42824,33623,19932,155,29932,21683,45389,167,71,41,20115,21450,19026,17007,18710,23798,336,28587,23116,27394,82,46,24591,20384,23946,29364,32741,23791,41285,51989,292,16889,96,48,19338,29844,24168,21771,16895,286,20247,357,23660,23221,103,44,132,127,172,30028,239,23565,26239,43496,272,25696,127,48,42322,174,18386,189,23162,349,44161,17971,253,46550,133,51,22995,30670,26365,19622,17929,41751,40091,38883,156,130,82,51
7.39527777777778,24439,15468,31570,11540,15727,79,77,140,25502,25266,61,44,157,36050,41469,33901,22038,154,29830,19627,43834,157,69,41,19881,23061,18622,16706,19252,23478,350,29229,19942,27468,86,46,23800,19638,23214,29781,31943,24504,41019,51539,286,16959,94,50,19540,30400,24256,22044,17608,289,20592,350,23875,23006,107,48,126,131,190,30539,235,23001,25792,43924,275,27026,121,49,39515,172,18791,189,24709,355,47272,17939,241,42692,127,48,22935,31172,26085,19058,18659,43202,39869,40428,155,119,76,46
7.56083333333333,22777,16548,31344,11932,16183,82,80,131,24228,24913,62,43,156,37459,41355,33783,21203,159,29698,19207,48824,161,69,47,19313,20453,18320,15820,19163,24460,349,31391,21534,32161,85,43,22083,19349,22606,29777,32511,24170,41778,52056,285,15768,91,51,19376,30433,24493,21767,17136,293,21388,351,25825,22677,105,48,121,138,173,32565,239,22652,25664,43027,295,28594,124,46,39446,182,18033,186,24223,347,49599,17980,237,47773,137,50,22400,31794,26040,18724,18199,42214,39754,40950,155,128,77,44
7.72611111111111,23735,17060,33017,11743,15888,79,76,133,23734,25189,62,41,149,36257,41175,33884,21658,159,31162,18334,44632,170,71,42,19344,20260,18278,14982,18986,24198,356,28078,21223,31607,86,44,23830,19596,22363,30324,32850,24051,40391,52372,282,15895,90,48,19377,30881,24326,21522,17405,285,21162,358,23411,22626,99,52,129,130,178,33618,240,23569,26200,43425,288,26428,118,45,41543,178,17977,190,24684,351,43530,18678,236,44313,132,44,22437,31763,26090,18094,17596,41601,40002,42059,142,118,76,44
7.89138888888889,23553,17118,30576,11613,15977,80,77,131,23696,24825,60,37,155,37007,41513,33567,19985,163,31845,18743,45999,165,68,41,19253,20725,17733,14979,18660,23709,342,29281,19996,31059,88,44,23465,19871,22402,30563,31726,20298,39290,50923,283,16964,99,48,19975,30364,23973,21242,16704,279,24338,345,24171,22635,97,47,139,130,181,30475,223,22919,25296,43124,267,25954,115,50,40989,172,17435,193,24355,350,45329,17895,241,45470,121,45,22997,32061,26041,17882,18854,41690,39428,41312,143,127,73,45
8.05694444444444,22569,16810,30670,11572,15644,76,77,142,24516,25376,61,40,155,38295,37400,34447,20946,151,30465,20712,45752,161,68,40,19538,21558,17473,15371,18533,23464,343,29786,19837,30460,87,44,24103,19938,23060,31727,32726,22330,42497,50993,275,17346,94,48,19353,31093,26735,20234,16973,271,20343,358,24380,22270,104,52,127,138,174,29530,235,22797,24306,44769,287,26378,113,44,42047,162,19376,192,24750,354,44526,17496,248,46537,128,47,22985,32922,26097,19102,17292,41458,38489,41189,150,124,75,40
8.22222222222222,22093,16396,29636,11595,16168,78,77,132,23682,24715,63,44,155,37664,35593,33233,20084,154,30926,18069,50936,159,66,45,22062,19745,19628,15311,17279,22962,335,30636,20332,28860,80,41,25629,20968,20747,31876,32301,21646,41178,53292,275,15788,90,46,18521,30973,24474,20411,16551,276,20405,349,22648,22053,95,45,128,133,178,31306,230,22856,24872,42322,276,26325,117,46,40499,180,19525,191,27152,346,44693,18091,249,43121,122,43,21614,31813,25999,18936,17481,44370,38943,42017,149,119,69,41
8.3875,21348,16129,29698,11495,15714,79,82,136,24325,24936,63,35,151,36650,39482,32820,20052,160,31528,18361,49771,163,67,36,21153,21276,16287,16911,17011,23654,341,29492,20623,29195,85,43,23345,19449,21362,29731,31302,22143,40279,52309,287,17365,95,48,18963,30907,23876,19919,17435,286,20684,344,22704,22571,104,46,128,132,176,32439,236,22576,25697,42410,279,25431,121,44,38995,171,19787,194,28252,343,44643,17750,231,42593,122,44,24040,33612,26028,18194,17523,42540,39839,40462,135,124,68,43
8.55305555555556,22844,15503,31212,11628,15973,76,73,134,27461,25410,68,38,144,36705,38999,33953,19036,149,31207,19110,44979,153,67,45,19189,21325,16157,15957,16958,23654,333,27914,21590,27479,83,39,23250,19201,22186,29692,34050,21223,41628,53092,275,15962,94,44,18301,30907,25503,20063,16636,283,20535,350,22741,22264,95,46,127,132,173,34013,230,22724,25309,43714,273,25681,117,43,41169,167,17814,189,24822,334,45009,17055,237,45058,128,44,23816,30674,25554,18278,19212,42374,39843,39619,138,117,73,41
8.71833333333333,23215,15099,28983,12571,15228,74,77,132,23868,25545,57,37,146,38250,38391,33066,20149,155,28775,19033,44724,153,68,42,18597,21588,16204,17489,17253,23257,320,29204,19442,26947,78,46,21896,19397,20818,29427,35133,20720,41468,52485,270,15773,84,48,17988,30807,25099,20057,17515,280,20671,345,22594,20994,99,46,128,126,177,33522,228,22415,25033,40749,271,26313,106,48,40337,167,17745,192,24913,324,47760,17587,232,46376,122,46,23373,31415,25982,19652,17160,47889,39551,39714,143,120,79,44
8.88388888888889,22675,14929,27918,11725,15629,75,71,126,23531,25801,62,37,146,36687,36321,32102,19795,144,27831,18603,44836,157,61,41,20341,21596,16980,15542,17077,23571,333,28656,19007,27084,80,44,21819,17564,19049,29958,35758,21580,41385,55521,278,15972,98,40,18127,30047,24233,19719,17097,275,20288,340,22493,23303,100,41,124,126,170,32624,233,24027,24415,41311,262,24724,110,42,39781,168,17318,186,24610,331,44572,18371,236,46123,123,42,21265,31740,25883,18326,17665,41858,39136,40832,143,122,73,40
9.04916666666667,23483,15281,27521,11159,15332,69,70,136,23462,24780,58,39,143,36358,41107,33864,19622,143,27373,19399,48957,153,64,43,19556,21741,15770,15321,17062,23228,327,28368,19682,26092,78,41,21841,17854,20742,30862,35253,21862,41500,52984,281,15773,90,46,18174,29219,25318,17045,16754,279,21197,347,21992,21428,89,45,124,130,182,29752,228,22155,25207,44400,259,25378,113,44,40994,176,17394,197,25044,325,46781,18052,232,46595,121,48,19693,31595,26100,19066,17642,41127,38804,37328,136,117,73,42
9.21444444444444,23604,15570,28363,11252,15035,70,73,125,23491,24839,58,39,151,35454,37012,33541,19675,141,26929,19534,43415,146,63,39,19553,20073,16851,14766,17573,23372,324,28429,19089,26910,82,41,22331,19815,21447,28115,34992,22159,40125,51743,270,15992,90,45,18466,29500,25645,16345,16943,278,21382,329,22942,21009,98,46,118,129,175,30743,219,22177,25373,40639,272,26887,114,45,39550,169,18031,193,23778,316,42663,17616,241,46133,129,40,21705,31049,26003,19093,16510,41100,38465,38020,148,125,67,44
9.38,22470,15648,28657,10979,15024,75,71,128,22913,24495,59,35,154,35521,40323,34054,19428,144,26865,18664,43436,146,65,38,19288,20082,15851,15116,17611,22947,327,27716,19386,27063,76,40,22820,20307,21684,29855,31870,21789,39935,52816,266,17460,86,40,18870,29681,25738,17168,16794,274,20491,341,22962,21250,95,40,123,132,174,31100,220,23567,25123,40755,262,25573,115,43,41349,164,17483,186,23852,316,43398,17378,234,45616,118,40,21016,31180,25405,18440,16038,41767,39859,40320,139,125,69,41
9.54527777777778,22803,15239,32221,11003,15193,75,70,128,22746,24730,56,35,147,35139,40928,31696,19986,139,27445,18946,43516,158,67,44,19292,19244,15297,15556,17577,21777,329,28001,20589,27540,77,44,22595,19798,21066,29542,32010,21262,39093,53591,279,15677,87,48,18643,27536,27989,17286,16578,277,20347,354,22656,21123,99,41,116,130,173,28474,228,25565,25515,40182,263,26367,112,45,38188,170,17202,183,24343,341,43345,17908,226,46581,121,42,22703,31413,24960,18023,16354,43122,38829,37716,138,118,72,43
9.71083333333333,22779,15495,28831,11251,15256,70,76,129,23712,24235,58,34,147,35535,41380,31623,19358,145,26766,20038,43163,149,62,40,19029,19631,15610,15122,17206,22866,321,27397,19729,26894,77,37,22635,19162,20976,29278,31608,20980,38905,53009,266,15040,86,48,18687,28379,26099,16607,16720,273,20670,327,22493,21471,91,41,124,132,166,27801,210,22756,25847,41245,262,26027,112,41,41528,171,17293,174,25749,316,42990,17753,227,43561,115,43,22476,33440,23862,17581,17960,40696,38570,38411,148,119,69,41
9.87611111111111,22694,14777,27857,11262,15144,70,69,122,23720,24841,61,40,140,36004,39856,33792,19686,139,25871,18678,43533,148,64,40,18986,18806,15376,15085,16957,22315,316,28702,18490,26278,77,44,22206,18760,20858,28133,36117,20813,39400,51623,257,15605,91,37,17834,28454,24945,17011,17191,270,21715,329,22165,22657,97,44,117,127,169,31815,212,22345,24968,39729,260,26020,107,41,41130,165,17333,176,23111,339,48491,17089,227,42266,120,44,21891,30923,25032,17556,15981,42137,38163,39439,136,115,70,40
10.0413888888889,22237,14308,27381,11280,14681,69,73,123,22735,25276,59,36,147,35799,39397,31701,23449,139,25488,19943,44359,149,62,42,20045,19808,15129,14320,16559,21902,316,27796,19374,25082,76,40,22278,18159,20831,27592,34263,20442,38323,51837,272,15179,85,42,19372,27832,25526,17075,17739,267,20635,327,22701,20830,98,47,128,132,166,29913,218,21956,24872,39451,250,28205,115,42,42025,166,17088,184,23061,312,45102,17755,223,42612,118,40,21795,31164,25515,17986,15410,46232,37912,40374,145,122,70,37
10.2066666666667,21029,16525,26602,12520,14726,67,73,126,22615,24097,56,37,149,34781,36052,35346,20001,142,24738,20587,41923,145,62,40,19225,18179,14606,15136,16709,21853,320,27846,18168,26070,82,40,22584,18614,20480,27322,30695,21656,37836,52178,264,15193,86,41,18766,27213,25680,16858,17325,257,20365,324,22370,20667,95,40,124,121,166,29718,214,21317,25838,39814,264,26015,114,43,41421,170,16839,179,22909,325,45359,17189,228,43072,118,44,21694,29896,25582,17700,15827,44936,37247,37202,140,117,61,41
10.3722222222222,21574,13747,26864,12013,14536,74,68,122,22819,25069,61,38,139,35410,37746,34784,20038,133,24588,18773,42888,143,60,40,18788,18995,14703,15249,16511,22192,325,28039,18919,25691,75,40,22570,18649,20418,27073,31756,22394,39354,51714,270,15252,86,42,18889,28148,27949,16807,16365,265,20539,325,21521,20645,90,40,122,124,173,30018,209,21802,24999,37578,253,25291,115,46,41525,168,16923,181,23563,314,41582,17646,227,41196,119,41,21611,30982,25259,18021,16249,44938,36044,36113,140,112,69,39
