"zth","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96"
18.145,2020-02-11 04:04:03,2020-02-11 04:07:05,2020-02-11 04:07:18,2020-02-11 04:10:20,2020-02-11 04:10:33,2020-02-11 04:13:34,2020-02-11 04:04:03,2020-02-11 04:07:05,2020-02-11 04:07:18,2020-02-11 04:10:20,2020-02-11 04:10:33,2020-02-11 04:13:34,2020-02-11 04:04:15,2020-02-11 04:06:53,2020-02-11 04:07:30,2020-02-11 04:10:08,2020-02-11 04:10:45,2020-02-11 04:13:22,2020-02-11 04:04:15,2020-02-11 04:06:53,2020-02-11 04:07:30,2020-02-11 04:10:08,2020-02-11 04:10:45,2020-02-11 04:13:22,2020-02-11 04:04:27,2020-02-11 04:06:41,2020-02-11 04:07:42,2020-02-11 04:09:56,2020-02-11 04:10:57,2020-02-11 04:13:10,2020-02-11 04:04:27,2020-02-11 04:06:41,2020-02-11 04:07:42,2020-02-11 04:09:56,2020-02-11 04:10:57,2020-02-11 04:13:10,2020-02-11 04:04:39,2020-02-11 04:06:29,2020-02-11 04:07:54,2020-02-11 04:09:43,2020-02-11 04:11:09,2020-02-11 04:12:58,2020-02-11 04:04:39,2020-02-11 04:06:29,2020-02-11 04:07:54,2020-02-11 04:09:43,2020-02-11 04:11:09,2020-02-11 04:12:58,2020-02-11 04:04:51,2020-02-11 04:06:17,2020-02-11 04:08:06,2020-02-11 04:09:31,2020-02-11 04:11:20,2020-02-11 04:12:46,2020-02-11 04:04:51,2020-02-11 04:06:17,2020-02-11 04:08:06,2020-02-11 04:09:31,2020-02-11 04:11:20,2020-02-11 04:12:46,2020-02-11 04:05:03,2020-02-11 04:06:04,2020-02-11 04:08:18,2020-02-11 04:09:19,2020-02-11 04:11:32,2020-02-11 04:12:34,2020-02-11 04:05:03,2020-02-11 04:06:04,2020-02-11 04:08:18,2020-02-11 04:09:19,2020-02-11 04:11:32,2020-02-11 04:12:34,2020-02-11 04:05:15,2020-02-11 04:05:52,2020-02-11 04:08:30,2020-02-11 04:09:07,2020-02-11 04:11:44,2020-02-11 04:12:21,2020-02-11 04:05:15,2020-02-11 04:05:52,2020-02-11 04:08:30,2020-02-11 04:09:07,2020-02-11 04:11:44,2020-02-11 04:12:21,2020-02-11 04:05:27,2020-02-11 04:05:40,2020-02-11 04:08:42,2020-02-11 04:08:55,2020-02-11 04:11:56,2020-02-11 04:12:09,2020-02-11 04:05:27,2020-02-11 04:05:40,2020-02-11 04:08:42,2020-02-11 04:08:55,2020-02-11 04:11:56,2020-02-11 04:12:09
18.3102777777778,2020-02-11 04:13:59,2020-02-11 04:17:01,2020-02-11 04:17:13,2020-02-11 04:20:15,2020-02-11 04:20:28,2020-02-11 04:23:30,2020-02-11 04:13:59,2020-02-11 04:17:01,2020-02-11 04:17:13,2020-02-11 04:20:15,2020-02-11 04:20:28,2020-02-11 04:23:30,2020-02-11 04:14:11,2020-02-11 04:16:49,2020-02-11 04:17:25,2020-02-11 04:20:03,2020-02-11 04:20:40,2020-02-11 04:23:18,2020-02-11 04:14:11,2020-02-11 04:16:49,2020-02-11 04:17:25,2020-02-11 04:20:03,2020-02-11 04:20:40,2020-02-11 04:23:18,2020-02-11 04:14:23,2020-02-11 04:16:36,2020-02-11 04:17:37,2020-02-11 04:19:51,2020-02-11 04:20:52,2020-02-11 04:23:05,2020-02-11 04:14:23,2020-02-11 04:16:36,2020-02-11 04:17:37,2020-02-11 04:19:51,2020-02-11 04:20:52,2020-02-11 04:23:05,2020-02-11 04:14:35,2020-02-11 04:16:24,2020-02-11 04:17:49,2020-02-11 04:19:39,2020-02-11 04:21:04,2020-02-11 04:22:53,2020-02-11 04:14:35,2020-02-11 04:16:24,2020-02-11 04:17:49,2020-02-11 04:19:39,2020-02-11 04:21:04,2020-02-11 04:22:53,2020-02-11 04:14:47,2020-02-11 04:16:12,2020-02-11 04:18:01,2020-02-11 04:19:27,2020-02-11 04:21:16,2020-02-11 04:22:41,2020-02-11 04:14:47,2020-02-11 04:16:12,2020-02-11 04:18:01,2020-02-11 04:19:27,2020-02-11 04:21:16,2020-02-11 04:22:41,2020-02-11 04:14:59,2020-02-11 04:16:00,2020-02-11 04:18:13,2020-02-11 04:19:14,2020-02-11 04:21:28,2020-02-11 04:22:29,2020-02-11 04:14:59,2020-02-11 04:16:00,2020-02-11 04:18:13,2020-02-11 04:19:14,2020-02-11 04:21:28,2020-02-11 04:22:29,2020-02-11 04:15:11,2020-02-11 04:15:48,2020-02-11 04:18:25,2020-02-11 04:19:02,2020-02-11 04:21:40,2020-02-11 04:22:17,2020-02-11 04:15:11,2020-02-11 04:15:48,2020-02-11 04:18:25,2020-02-11 04:19:02,2020-02-11 04:21:40,2020-02-11 04:22:17,2020-02-11 04:15:23,2020-02-11 04:15:35,2020-02-11 04:18:37,2020-02-11 04:18:50,2020-02-11 04:21:52,2020-02-11 04:22:05,2020-02-11 04:15:23,2020-02-11 04:15:35,2020-02-11 04:18:37,2020-02-11 04:18:50,2020-02-11 04:21:52,2020-02-11 04:22:05
18.4758333333333,2020-02-11 04:23:54,2020-02-11 04:26:56,2020-02-11 04:27:09,2020-02-11 04:30:11,2020-02-11 04:30:23,2020-02-11 04:33:25,2020-02-11 04:23:54,2020-02-11 04:26:56,2020-02-11 04:27:09,2020-02-11 04:30:11,2020-02-11 04:30:23,2020-02-11 04:33:25,2020-02-11 04:24:06,2020-02-11 04:26:44,2020-02-11 04:27:21,2020-02-11 04:29:58,2020-02-11 04:30:35,2020-02-11 04:33:13,2020-02-11 04:24:06,2020-02-11 04:26:44,2020-02-11 04:27:21,2020-02-11 04:29:58,2020-02-11 04:30:35,2020-02-11 04:33:13,2020-02-11 04:24:18,2020-02-11 04:26:32,2020-02-11 04:27:33,2020-02-11 04:29:46,2020-02-11 04:30:47,2020-02-11 04:33:01,2020-02-11 04:24:18,2020-02-11 04:26:32,2020-02-11 04:27:33,2020-02-11 04:29:46,2020-02-11 04:30:47,2020-02-11 04:33:01,2020-02-11 04:24:30,2020-02-11 04:26:20,2020-02-11 04:27:45,2020-02-11 04:29:34,2020-02-11 04:30:59,2020-02-11 04:32:49,2020-02-11 04:24:30,2020-02-11 04:26:20,2020-02-11 04:27:45,2020-02-11 04:29:34,2020-02-11 04:30:59,2020-02-11 04:32:49,2020-02-11 04:24:42,2020-02-11 04:26:07,2020-02-11 04:27:57,2020-02-11 04:29:22,2020-02-11 04:31:11,2020-02-11 04:32:36,2020-02-11 04:24:42,2020-02-11 04:26:07,2020-02-11 04:27:57,2020-02-11 04:29:22,2020-02-11 04:31:11,2020-02-11 04:32:36,2020-02-11 04:24:54,2020-02-11 04:25:55,2020-02-11 04:28:09,2020-02-11 04:29:10,2020-02-11 04:31:23,2020-02-11 04:32:24,2020-02-11 04:24:54,2020-02-11 04:25:55,2020-02-11 04:28:09,2020-02-11 04:29:10,2020-02-11 04:31:23,2020-02-11 04:32:24,2020-02-11 04:25:06,2020-02-11 04:25:43,2020-02-11 04:28:21,2020-02-11 04:28:58,2020-02-11 04:31:35,2020-02-11 04:32:12,2020-02-11 04:25:06,2020-02-11 04:25:43,2020-02-11 04:28:21,2020-02-11 04:28:58,2020-02-11 04:31:35,2020-02-11 04:32:12,2020-02-11 04:25:18,2020-02-11 04:25:31,2020-02-11 04:28:33,2020-02-11 04:28:45,2020-02-11 04:31:47,2020-02-11 04:32:00,2020-02-11 04:25:18,2020-02-11 04:25:31,2020-02-11 04:28:33,2020-02-11 04:28:45,2020-02-11 04:31:47,2020-02-11 04:32:00
18.6411111111111,2020-02-11 04:33:50,2020-02-11 04:36:51,2020-02-11 04:37:04,2020-02-11 04:40:06,2020-02-11 04:40:19,2020-02-11 04:43:21,2020-02-11 04:33:50,2020-02-11 04:36:51,2020-02-11 04:37:04,2020-02-11 04:40:06,2020-02-11 04:40:19,2020-02-11 04:43:21,2020-02-11 04:34:02,2020-02-11 04:36:39,2020-02-11 04:37:16,2020-02-11 04:39:54,2020-02-11 04:40:31,2020-02-11 04:43:08,2020-02-11 04:34:02,2020-02-11 04:36:39,2020-02-11 04:37:16,2020-02-11 04:39:54,2020-02-11 04:40:31,2020-02-11 04:43:08,2020-02-11 04:34:14,2020-02-11 04:36:27,2020-02-11 04:37:28,2020-02-11 04:39:42,2020-02-11 04:40:43,2020-02-11 04:42:56,2020-02-11 04:34:14,2020-02-11 04:36:27,2020-02-11 04:37:28,2020-02-11 04:39:42,2020-02-11 04:40:43,2020-02-11 04:42:56,2020-02-11 04:34:26,2020-02-11 04:36:15,2020-02-11 04:37:40,2020-02-11 04:39:29,2020-02-11 04:40:55,2020-02-11 04:42:44,2020-02-11 04:34:26,2020-02-11 04:36:15,2020-02-11 04:37:40,2020-02-11 04:39:29,2020-02-11 04:40:55,2020-02-11 04:42:44,2020-02-11 04:34:38,2020-02-11 04:36:03,2020-02-11 04:37:52,2020-02-11 04:39:17,2020-02-11 04:41:07,2020-02-11 04:42:32,2020-02-11 04:34:38,2020-02-11 04:36:03,2020-02-11 04:37:52,2020-02-11 04:39:17,2020-02-11 04:41:07,2020-02-11 04:42:32,2020-02-11 04:34:50,2020-02-11 04:35:51,2020-02-11 04:38:04,2020-02-11 04:39:05,2020-02-11 04:41:19,2020-02-11 04:42:20,2020-02-11 04:34:50,2020-02-11 04:35:51,2020-02-11 04:38:04,2020-02-11 04:39:05,2020-02-11 04:41:19,2020-02-11 04:42:20,2020-02-11 04:35:01,2020-02-11 04:35:38,2020-02-11 04:38:16,2020-02-11 04:38:53,2020-02-11 04:41:31,2020-02-11 04:42:07,2020-02-11 04:35:01,2020-02-11 04:35:38,2020-02-11 04:38:16,2020-02-11 04:38:53,2020-02-11 04:41:31,2020-02-11 04:42:07,2020-02-11 04:35:13,2020-02-11 04:35:26,2020-02-11 04:38:28,2020-02-11 04:38:41,2020-02-11 04:41:43,2020-02-11 04:41:55,2020-02-11 04:35:13,2020-02-11 04:35:26,2020-02-11 04:38:28,2020-02-11 04:38:41,2020-02-11 04:41:43,2020-02-11 04:41:55
18.8063888888889,2020-02-11 04:43:45,2020-02-11 04:46:47,2020-02-11 04:47:00,2020-02-11 04:50:01,2020-02-11 04:50:14,2020-02-11 04:53:16,2020-02-11 04:43:45,2020-02-11 04:46:47,2020-02-11 04:47:00,2020-02-11 04:50:01,2020-02-11 04:50:14,2020-02-11 04:53:16,2020-02-11 04:43:57,2020-02-11 04:46:35,2020-02-11 04:47:12,2020-02-11 04:49:49,2020-02-11 04:50:26,2020-02-11 04:53:04,2020-02-11 04:43:57,2020-02-11 04:46:35,2020-02-11 04:47:12,2020-02-11 04:49:49,2020-02-11 04:50:26,2020-02-11 04:53:04,2020-02-11 04:44:09,2020-02-11 04:46:23,2020-02-11 04:47:24,2020-02-11 04:49:37,2020-02-11 04:50:38,2020-02-11 04:52:52,2020-02-11 04:44:09,2020-02-11 04:46:23,2020-02-11 04:47:24,2020-02-11 04:49:37,2020-02-11 04:50:38,2020-02-11 04:52:52,2020-02-11 04:44:21,2020-02-11 04:46:10,2020-02-11 04:47:36,2020-02-11 04:49:25,2020-02-11 04:50:50,2020-02-11 04:52:39,2020-02-11 04:44:21,2020-02-11 04:46:10,2020-02-11 04:47:36,2020-02-11 04:49:25,2020-02-11 04:50:50,2020-02-11 04:52:39,2020-02-11 04:44:33,2020-02-11 04:45:58,2020-02-11 04:47:47,2020-02-11 04:49:13,2020-02-11 04:51:02,2020-02-11 04:52:27,2020-02-11 04:44:33,2020-02-11 04:45:58,2020-02-11 04:47:47,2020-02-11 04:49:13,2020-02-11 04:51:02,2020-02-11 04:52:27,2020-02-11 04:44:45,2020-02-11 04:45:46,2020-02-11 04:47:59,2020-02-11 04:49:01,2020-02-11 04:51:14,2020-02-11 04:52:15,2020-02-11 04:44:45,2020-02-11 04:45:46,2020-02-11 04:47:59,2020-02-11 04:49:01,2020-02-11 04:51:14,2020-02-11 04:52:15,2020-02-11 04:44:57,2020-02-11 04:45:34,2020-02-11 04:48:11,2020-02-11 04:48:48,2020-02-11 04:51:26,2020-02-11 04:52:03,2020-02-11 04:44:57,2020-02-11 04:45:34,2020-02-11 04:48:11,2020-02-11 04:48:48,2020-02-11 04:51:26,2020-02-11 04:52:03,2020-02-11 04:45:09,2020-02-11 04:45:22,2020-02-11 04:48:23,2020-02-11 04:48:36,2020-02-11 04:51:38,2020-02-11 04:51:51,2020-02-11 04:45:09,2020-02-11 04:45:22,2020-02-11 04:48:23,2020-02-11 04:48:36,2020-02-11 04:51:38,2020-02-11 04:51:51
18.9719444444444,2020-02-11 04:53:40,2020-02-11 04:56:42,2020-02-11 04:56:55,2020-02-11 04:59:57,2020-02-11 05:00:10,2020-02-11 05:03:11,2020-02-11 04:53:40,2020-02-11 04:56:42,2020-02-11 04:56:55,2020-02-11 04:59:57,2020-02-11 05:00:10,2020-02-11 05:03:11,2020-02-11 04:53:52,2020-02-11 04:56:30,2020-02-11 04:57:07,2020-02-11 04:59:45,2020-02-11 05:00:22,2020-02-11 05:02:59,2020-02-11 04:53:52,2020-02-11 04:56:30,2020-02-11 04:57:07,2020-02-11 04:59:45,2020-02-11 05:00:22,2020-02-11 05:02:59,2020-02-11 04:54:04,2020-02-11 04:56:18,2020-02-11 04:57:19,2020-02-11 04:59:32,2020-02-11 05:00:34,2020-02-11 05:02:47,2020-02-11 04:54:04,2020-02-11 04:56:18,2020-02-11 04:57:19,2020-02-11 04:59:32,2020-02-11 05:00:34,2020-02-11 05:02:47,2020-02-11 04:54:16,2020-02-11 04:56:06,2020-02-11 04:57:31,2020-02-11 04:59:20,2020-02-11 05:00:45,2020-02-11 05:02:35,2020-02-11 04:54:16,2020-02-11 04:56:06,2020-02-11 04:57:31,2020-02-11 04:59:20,2020-02-11 05:00:45,2020-02-11 05:02:35,2020-02-11 04:54:28,2020-02-11 04:55:54,2020-02-11 04:57:43,2020-02-11 04:59:08,2020-02-11 05:00:57,2020-02-11 05:02:23,2020-02-11 04:54:28,2020-02-11 04:55:54,2020-02-11 04:57:43,2020-02-11 04:59:08,2020-02-11 05:00:57,2020-02-11 05:02:23,2020-02-11 04:54:40,2020-02-11 04:55:41,2020-02-11 04:57:55,2020-02-11 04:58:56,2020-02-11 05:01:09,2020-02-11 05:02:10,2020-02-11 04:54:40,2020-02-11 04:55:41,2020-02-11 04:57:55,2020-02-11 04:58:56,2020-02-11 05:01:09,2020-02-11 05:02:10,2020-02-11 04:54:52,2020-02-11 04:55:29,2020-02-11 04:58:07,2020-02-11 04:58:44,2020-02-11 05:01:21,2020-02-11 05:01:58,2020-02-11 04:54:52,2020-02-11 04:55:29,2020-02-11 04:58:07,2020-02-11 04:58:44,2020-02-11 05:01:21,2020-02-11 05:01:58,2020-02-11 04:55:04,2020-02-11 04:55:17,2020-02-11 04:58:19,2020-02-11 04:58:32,2020-02-11 05:01:33,2020-02-11 05:01:46,2020-02-11 04:55:04,2020-02-11 04:55:17,2020-02-11 04:58:19,2020-02-11 04:58:32,2020-02-11 05:01:33,2020-02-11 05:01:46
19.1372222222222,2020-02-11 05:03:36,2020-02-11 05:06:38,2020-02-11 05:06:50,2020-02-11 05:09:52,2020-02-11 05:10:05,2020-02-11 05:13:07,2020-02-11 05:03:36,2020-02-11 05:06:38,2020-02-11 05:06:50,2020-02-11 05:09:52,2020-02-11 05:10:05,2020-02-11 05:13:07,2020-02-11 05:03:48,2020-02-11 05:06:25,2020-02-11 05:07:02,2020-02-11 05:09:40,2020-02-11 05:10:17,2020-02-11 05:12:55,2020-02-11 05:03:48,2020-02-11 05:06:25,2020-02-11 05:07:02,2020-02-11 05:09:40,2020-02-11 05:10:17,2020-02-11 05:12:55,2020-02-11 05:04:00,2020-02-11 05:06:13,2020-02-11 05:07:14,2020-02-11 05:09:28,2020-02-11 05:10:29,2020-02-11 05:12:42,2020-02-11 05:04:00,2020-02-11 05:06:13,2020-02-11 05:07:14,2020-02-11 05:09:28,2020-02-11 05:10:29,2020-02-11 05:12:42,2020-02-11 05:04:12,2020-02-11 05:06:01,2020-02-11 05:07:26,2020-02-11 05:09:16,2020-02-11 05:10:41,2020-02-11 05:12:30,2020-02-11 05:04:12,2020-02-11 05:06:01,2020-02-11 05:07:26,2020-02-11 05:09:16,2020-02-11 05:10:41,2020-02-11 05:12:30,2020-02-11 05:04:24,2020-02-11 05:05:49,2020-02-11 05:07:38,2020-02-11 05:09:03,2020-02-11 05:10:53,2020-02-11 05:12:18,2020-02-11 05:04:24,2020-02-11 05:05:49,2020-02-11 05:07:38,2020-02-11 05:09:03,2020-02-11 05:10:53,2020-02-11 05:12:18,2020-02-11 05:04:36,2020-02-11 05:05:37,2020-02-11 05:07:50,2020-02-11 05:08:51,2020-02-11 05:11:05,2020-02-11 05:12:06,2020-02-11 05:04:36,2020-02-11 05:05:37,2020-02-11 05:07:50,2020-02-11 05:08:51,2020-02-11 05:11:05,2020-02-11 05:12:06,2020-02-11 05:04:48,2020-02-11 05:05:25,2020-02-11 05:08:02,2020-02-11 05:08:39,2020-02-11 05:11:17,2020-02-11 05:11:54,2020-02-11 05:04:48,2020-02-11 05:05:25,2020-02-11 05:08:02,2020-02-11 05:08:39,2020-02-11 05:11:17,2020-02-11 05:11:54,2020-02-11 05:05:00,2020-02-11 05:05:12,2020-02-11 05:08:14,2020-02-11 05:08:27,2020-02-11 05:11:29,2020-02-11 05:11:41,2020-02-11 05:05:00,2020-02-11 05:05:12,2020-02-11 05:08:14,2020-02-11 05:08:27,2020-02-11 05:11:29,2020-02-11 05:11:41
19.3027777777778,2020-02-11 05:13:31,2020-02-11 05:16:33,2020-02-11 05:16:46,2020-02-11 05:19:48,2020-02-11 05:20:00,2020-02-11 05:23:02,2020-02-11 05:13:31,2020-02-11 05:16:33,2020-02-11 05:16:46,2020-02-11 05:19:48,2020-02-11 05:20:00,2020-02-11 05:23:02,2020-02-11 05:13:43,2020-02-11 05:16:21,2020-02-11 05:16:58,2020-02-11 05:19:35,2020-02-11 05:20:12,2020-02-11 05:22:50,2020-02-11 05:13:43,2020-02-11 05:16:21,2020-02-11 05:16:58,2020-02-11 05:19:35,2020-02-11 05:20:12,2020-02-11 05:22:50,2020-02-11 05:13:55,2020-02-11 05:16:09,2020-02-11 05:17:10,2020-02-11 05:19:23,2020-02-11 05:20:24,2020-02-11 05:22:38,2020-02-11 05:13:55,2020-02-11 05:16:09,2020-02-11 05:17:10,2020-02-11 05:19:23,2020-02-11 05:20:24,2020-02-11 05:22:38,2020-02-11 05:14:07,2020-02-11 05:15:56,2020-02-11 05:17:22,2020-02-11 05:19:11,2020-02-11 05:20:36,2020-02-11 05:22:26,2020-02-11 05:14:07,2020-02-11 05:15:56,2020-02-11 05:17:22,2020-02-11 05:19:11,2020-02-11 05:20:36,2020-02-11 05:22:26,2020-02-11 05:14:19,2020-02-11 05:15:44,2020-02-11 05:17:34,2020-02-11 05:18:59,2020-02-11 05:20:48,2020-02-11 05:22:13,2020-02-11 05:14:19,2020-02-11 05:15:44,2020-02-11 05:17:34,2020-02-11 05:18:59,2020-02-11 05:20:48,2020-02-11 05:22:13,2020-02-11 05:14:31,2020-02-11 05:15:32,2020-02-11 05:17:46,2020-02-11 05:18:47,2020-02-11 05:21:00,2020-02-11 05:22:01,2020-02-11 05:14:31,2020-02-11 05:15:32,2020-02-11 05:17:46,2020-02-11 05:18:47,2020-02-11 05:21:00,2020-02-11 05:22:01,2020-02-11 05:14:43,2020-02-11 05:15:20,2020-02-11 05:17:58,2020-02-11 05:18:34,2020-02-11 05:21:12,2020-02-11 05:21:49,2020-02-11 05:14:43,2020-02-11 05:15:20,2020-02-11 05:17:58,2020-02-11 05:18:34,2020-02-11 05:21:12,2020-02-11 05:21:49,2020-02-11 05:14:55,2020-02-11 05:15:08,2020-02-11 05:18:10,2020-02-11 05:18:22,2020-02-11 05:21:24,2020-02-11 05:21:37,2020-02-11 05:14:55,2020-02-11 05:15:08,2020-02-11 05:18:10,2020-02-11 05:18:22,2020-02-11 05:21:24,2020-02-11 05:21:37
19.4680555555556,2020-02-11 05:23:27,2020-02-11 05:26:28,2020-02-11 05:26:41,2020-02-11 05:29:43,2020-02-11 05:29:56,2020-02-11 05:32:58,2020-02-11 05:23:27,2020-02-11 05:26:28,2020-02-11 05:26:41,2020-02-11 05:29:43,2020-02-11 05:29:56,2020-02-11 05:32:58,2020-02-11 05:23:39,2020-02-11 05:26:16,2020-02-11 05:26:53,2020-02-11 05:29:31,2020-02-11 05:30:08,2020-02-11 05:32:45,2020-02-11 05:23:39,2020-02-11 05:26:16,2020-02-11 05:26:53,2020-02-11 05:29:31,2020-02-11 05:30:08,2020-02-11 05:32:45,2020-02-11 05:23:51,2020-02-11 05:26:04,2020-02-11 05:27:05,2020-02-11 05:29:19,2020-02-11 05:30:20,2020-02-11 05:32:33,2020-02-11 05:23:51,2020-02-11 05:26:04,2020-02-11 05:27:05,2020-02-11 05:29:19,2020-02-11 05:30:20,2020-02-11 05:32:33,2020-02-11 05:24:03,2020-02-11 05:25:52,2020-02-11 05:27:17,2020-02-11 05:29:06,2020-02-11 05:30:32,2020-02-11 05:32:21,2020-02-11 05:24:03,2020-02-11 05:25:52,2020-02-11 05:27:17,2020-02-11 05:29:06,2020-02-11 05:30:32,2020-02-11 05:32:21,2020-02-11 05:24:14,2020-02-11 05:25:40,2020-02-11 05:27:29,2020-02-11 05:28:54,2020-02-11 05:30:44,2020-02-11 05:32:09,2020-02-11 05:24:14,2020-02-11 05:25:40,2020-02-11 05:27:29,2020-02-11 05:28:54,2020-02-11 05:30:44,2020-02-11 05:32:09,2020-02-11 05:24:26,2020-02-11 05:25:28,2020-02-11 05:27:41,2020-02-11 05:28:42,2020-02-11 05:30:56,2020-02-11 05:31:57,2020-02-11 05:24:26,2020-02-11 05:25:28,2020-02-11 05:27:41,2020-02-11 05:28:42,2020-02-11 05:30:56,2020-02-11 05:31:57,2020-02-11 05:24:38,2020-02-11 05:25:15,2020-02-11 05:27:53,2020-02-11 05:28:30,2020-02-11 05:31:08,2020-02-11 05:31:44,2020-02-11 05:24:38,2020-02-11 05:25:15,2020-02-11 05:27:53,2020-02-11 05:28:30,2020-02-11 05:31:08,2020-02-11 05:31:44,2020-02-11 05:24:50,2020-02-11 05:25:03,2020-02-11 05:28:05,2020-02-11 05:28:18,2020-02-11 05:31:20,2020-02-11 05:31:32,2020-02-11 05:24:50,2020-02-11 05:25:03,2020-02-11 05:28:05,2020-02-11 05:28:18,2020-02-11 05:31:20,2020-02-11 05:31:32
19.6333333333333,2020-02-11 05:33:22,2020-02-11 05:36:24,2020-02-11 05:36:37,2020-02-11 05:39:38,2020-02-11 05:39:51,2020-02-11 05:42:53,2020-02-11 05:33:22,2020-02-11 05:36:24,2020-02-11 05:36:37,2020-02-11 05:39:38,2020-02-11 05:39:51,2020-02-11 05:42:53,2020-02-11 05:33:34,2020-02-11 05:36:12,2020-02-11 05:36:49,2020-02-11 05:39:26,2020-02-11 05:40:03,2020-02-11 05:42:41,2020-02-11 05:33:34,2020-02-11 05:36:12,2020-02-11 05:36:49,2020-02-11 05:39:26,2020-02-11 05:40:03,2020-02-11 05:42:41,2020-02-11 05:33:46,2020-02-11 05:35:59,2020-02-11 05:37:01,2020-02-11 05:39:14,2020-02-11 05:40:15,2020-02-11 05:42:29,2020-02-11 05:33:46,2020-02-11 05:35:59,2020-02-11 05:37:01,2020-02-11 05:39:14,2020-02-11 05:40:15,2020-02-11 05:42:29,2020-02-11 05:33:58,2020-02-11 05:35:47,2020-02-11 05:37:12,2020-02-11 05:39:02,2020-02-11 05:40:27,2020-02-11 05:42:16,2020-02-11 05:33:58,2020-02-11 05:35:47,2020-02-11 05:37:12,2020-02-11 05:39:02,2020-02-11 05:40:27,2020-02-11 05:42:16,2020-02-11 05:34:10,2020-02-11 05:35:35,2020-02-11 05:37:24,2020-02-11 05:38:50,2020-02-11 05:40:39,2020-02-11 05:42:04,2020-02-11 05:34:10,2020-02-11 05:35:35,2020-02-11 05:37:24,2020-02-11 05:38:50,2020-02-11 05:40:39,2020-02-11 05:42:04,2020-02-11 05:34:22,2020-02-11 05:35:23,2020-02-11 05:37:36,2020-02-11 05:38:37,2020-02-11 05:40:51,2020-02-11 05:41:52,2020-02-11 05:34:22,2020-02-11 05:35:23,2020-02-11 05:37:36,2020-02-11 05:38:37,2020-02-11 05:40:51,2020-02-11 05:41:52,2020-02-11 05:34:34,2020-02-11 05:35:11,2020-02-11 05:37:48,2020-02-11 05:38:25,2020-02-11 05:41:03,2020-02-11 05:41:40,2020-02-11 05:34:34,2020-02-11 05:35:11,2020-02-11 05:37:48,2020-02-11 05:38:25,2020-02-11 05:41:03,2020-02-11 05:41:40,2020-02-11 05:34:46,2020-02-11 05:34:59,2020-02-11 05:38:00,2020-02-11 05:38:13,2020-02-11 05:41:15,2020-02-11 05:41:28,2020-02-11 05:34:46,2020-02-11 05:34:59,2020-02-11 05:38:00,2020-02-11 05:38:13,2020-02-11 05:41:15,2020-02-11 05:41:28
